Tab,Row,Col,Original,Patched,ChangeType
FAQ_SE,219,Källa FAQ / AI,"Följande färger finns i Uteklinker:
- Lava Marsili (Övrigt) – format: 430x120cm- Albero Gelso (Övrigt) – format: 20x120cm40x120cm60x60cm80x80cm80x180cm- Albero Mandorlo (Övrigt) – format: 20x120cm40x120cm60x60cm80x80cm80x180cm- Albero Nocciolo (Övrigt) – format: 20x120cm40x120cm60x60cm80x80cm80x180cm- Alpine Bocote (Övrigt) – format: 20x120cm40x120cm60x60cm80x80cm80x180cm- Alpine Cobolo (Övrigt) – format: 20x120cm40x120cm60x60cm80x80cm80x180cm60x120cm120x240cm30x120cm- Alpine Mix Dark Chevry (Övrigt) – format: 20x120cm40x120cm60x60cm80x80cm80x180cm60x120cm120x240cm30x120cm- Alpine Mogano (Övrigt) – format: 20x120cm40x120cm60x60cm80x80cm80x180cm60x120cm120x240cm30x120cm- Alpine Sarawa (Övrigt) – format: 20x120cm40x120cm60x60cm80x80cm80x180cm60x120cm120x240cm30x120cm- Alpine Sarawa Chevry (Övrigt) – format: 20x120cm40x120cm60x60cm80x80cm80x180cm60x120cm120x240cm30x120cm- Alpine Slavonia (Övrigt) – format: 20x120cm40x120cm60x60cm80x80cm80x180cm60x120cm120x240cm30x120cm- Alpine Slavonia Chevry (Övrigt) – format: 20x120cm40x120cm60x60cm80x80cm80x180cm60x120cm120x240cm30x120cm- Anniversario Grå (Övrigt)
- Anniversario Ljusgrå (Övrigt)
- Anniversario Mörkgrå (Övrigt)
- Antique Dune Carved (Övrigt) – format: 20x120cm40x120cm60x60cm80x80cm80x180cm- Antique Nuit Carved (Övrigt) – format: 20x120cm40x120cm60x60cm80x80cm80x180cm- Antique Opal Carved (Övrigt) – format: 20x120cm40x120cm60x60cm80x80cm80x180cm- Antique Taupe Carved (Beige) – format: 20x120cm40x120cm60x60cm80x80cm80x180cm- Ardesia Bianco (Vit) – format: 20x120cm40x120cm60x60cm80x80cm80x180cm- Ardesia Cenere (Övrigt) – format: 20x120cm40x120cm60x60cm80x80cm80x180cm- Ardesia Grigio (Grå) – format: 20x120cm40x120cm60x60cm80x80cm80x180cm- Ardesia Taupe (Beige) – format: 20x120cm40x120cm60x60cm80x80cm80x180cm- Argresia Svart (Övrigt) – format: 430x120cm- Beton Cemento (Övrigt) – format: 20x120cm40x120cm60x60cm80x80cm60x120cm80x180cm120x240cm30x120cm- Beton Cenere (Övrigt) – format: 20x120cm40x120cm60x60cm80x80cm80x180cm60x120cm120x240cm30x120cm- Beton Sandalo (Beige) – format: 20x120cm40x120cm60x60cm80x80cm80x180cm60x120cm120x240cm30x120cm- Cemento Clay (Brun) – format: 20x120cm40x120cm60x60cm80x80cm80x180cm- Cemento Grit (Övrigt) – format: 20x120cm40x120cm60x60cm80x80cm80x180cm- Cemento Land (Övrigt) – format: 20x120cm40x120cm60x60cm80x80cm80x180cm- Cemento Lime (Övrigt) – format: 20x120cm40x120cm60x60cm80x80cm80x180cm- Cemento Rust (Övrigt) – format: 20x120cm40x120cm60x60cm80x80cm80x180cm- Cortina Basalto (Grå) – format: 20x120cm40x120cm60x60cm80x80cm80x180cm- Cortina Calcite (Övrigt) – format: 20x120cm40x120cm60x60cm80x80cm80x180cm- Cortina Cenere (Övrigt) – format: 20x120cm40x120cm60x60cm80x80cm80x180cm- Cortina Sabbia (Övrigt) – format: 20x120cm40x120cm60x60cm80x80cm80x180cm- Grotta Porfido (Övrigt) – format: 20x120cm40x120cm60x60cm80x80cm80x180cm- Grotta Silver Black (Grå) – format: 20x120cm40x120cm60x60cm80x80cm80x180cm- Grotta Silver White (Grå) – format: 20x120cm40x120cm60x60cm80x80cm80x180cm- Iris Astra (Övrigt) – format: 20x120cm40x120cm60x60cm80x80cm80x180cm- Iris Crono (Övrigt) – format: 20x120cm40x120cm60x60cm80x80cm80x180cm- Iris Geo (Övrigt) – format: 20x120cm40x120cm60x60cm80x80cm80x180cm- Iris Leucos (Vit) – format: 20x120cm40x120cm60x60cm80x80cm80x180cm- Iris Litos (Övrigt) – format: 20x120cm40x120cm60x60cm80x80cm80x180cm- Kvarts Grå (Övrigt) – format: 860x60cm440x120cm560x60cm60x60cm80x80cm100x100cm40x120cm40x180cm60x120cm45x90cm90x90cm- Lava Etna (Övrigt) – format: 430x120cm- Lava Salina (Övrigt) – format: 430x120cm- Lava Vesuvio (Övrigt) – format: 430x120cm- Manhattan Midtown (Övrigt) – format: 430x120cm- Manhattan Nolita (Övrigt) – format: 430x120cm- Manhattan Soho (Övrigt) – format: 430x120cm- Manhattan Tribeca (Övrigt) – format: 430x120cm- Materia Upcendre (Övrigt) – format: 430x120cm- Materia Upcharbon (Övrigt) – format: 430x120cm- Materia Upcrete (Övrigt) – format: 430x120cm- Materia Upivoire (Övrigt) – format: 430x120cm- Meteo Dark (Övrigt) – format: 430x120cm- Meteo Fog (Övrigt) – format: 430x120cm- Meteo Salt (Grå) – format: 430x120cm- Meteo Sand (Beige) – format: 430x120cm- Mista Agate (Övrigt) – format: 430x120cm- Mista Pearl (Övrigt) – format: 430x120cm- Mista Shell (Övrigt) – format: 430x120cm- Mista Tahiti (Övrigt) – format: 430x120cm- Nature Nut (Övrigt) – format: 430x120cm860x60cm440x120cm560x60cm60x60cm80x80cm100x100cm40x120cm40x180cm60x120cm45x90cm90x90cm- Nature Nut Doga (Övrigt) – format: 430x120cm860x60cm440x120cm560x60cm60x60cm80x80cm100x100cm40x120cm40x180cm60x120cm45x90cm90x90cm- Nature Oak (Brun) – format: 430x120cm860x60cm440x120cm560x60cm60x60cm80x80cm100x100cm40x120cm40x180cm60x120cm45x90cm90x90cm- Nature Oak Doga (Brun) – format: 60x60cm45x90cm90x90cm430x120cm860x60cm440x120cm560x60cm80x80cm100x100cm40x120cm40x180cm60x120cm- Nordique Evo Greyge (Grå) – format: 430x120cm- Nordique Evo Gris Fonce (Övrigt) – format: 430x120cm- Nordique Evo Gris Fonce (kopia) (Övrigt) – format: 430x120cm- Nordique Evo Noir (Övrigt) – format: 430x120cm- Quartz Antracite (Antracitgrå) – format: 430x120cm- Quartz Diaspro (Övrigt) – format: 430x120cm- Quartz Madera (Övrigt) – format: 430x120cm- Quartz Prasio (Övrigt) – format: 430x120cm- Roccia Antracite (Antracitgrå) – format: 430x120cm- Roccia Cream (Beige) – format: 430x120cm- Roccia Light Grey (Grå) – format: 430x120cm- Roccia Mud (Beige) – format: 430x120cm- Slate Bly (Övrigt)
- Slate Grafite (Övrigt)
- Slate Grå (Övrigt)
- Stella Bone (Övrigt) – format: 430x120cm- Stella Cement (Övrigt) – format: 430x120cm- Stella Plomb (Grå) – format: 430x120cm- Stone Landstone (Övrigt) – format: 430x120cm- Stone Nightstone (Övrigt) – format: 430x120cm- Stone Silverstone (Grå) – format: 430x120cm- Stone Sunstone (Övrigt) – format: 430x120cm- Strada Saint Luois (Övrigt) – format: 430x120cm- Strada Santa Fe' (Övrigt) – format: 430x120cm- Strada Santa Monica (Övrigt) – format: 430x120cm- Travertin Beige (Beige) – format: 430x120cm- Trentino Avana (Övrigt) – format: 430x120cm- Trentino Canapa (Övrigt) – format: 430x120cm- Trentino Lino (Övrigt) – format: 430x120cm- Trentino Moro (Övrigt) – format: 430x120cm- Trentino Tabacco (Övrigt) – format: 430x120cm- Vintage Bruges (Övrigt) – format: 430x120cm- Vintage Gent (Övrigt) – format: 430x120cm- Vintage Namur (Övrigt) – format: 430x120cm","Följande färger finns i Uteklinker:
- Lava Marsili (Övrigt) – format: INVALID_FORMATcm- Albero Gelso (Övrigt) – format: 20x120cm40x120cm60x60cm80x80cm80x180cm- Albero Mandorlo (Övrigt) – format: 20x120cm40x120cm60x60cm80x80cm80x180cm- Albero Nocciolo (Övrigt) – format: 20x120cm40x120cm60x60cm80x80cm80x180cm- Alpine Bocote (Övrigt) – format: 20x120cm40x120cm60x60cm80x80cm80x180cm- Alpine Cobolo (Övrigt) – format: 20x120cm40x120cm60x60cm80x80cm80x180cm60x120cm120x240cm30x120cm- Alpine Mix Dark Chevry (Övrigt) – format: 20x120cm40x120cm60x60cm80x80cm80x180cm60x120cm120x240cm30x120cm- Alpine Mogano (Övrigt) – format: 20x120cm40x120cm60x60cm80x80cm80x180cm60x120cm120x240cm30x120cm- Alpine Sarawa (Övrigt) – format: 20x120cm40x120cm60x60cm80x80cm80x180cm60x120cm120x240cm30x120cm- Alpine Sarawa Chevry (Övrigt) – format: 20x120cm40x120cm60x60cm80x80cm80x180cm60x120cm120x240cm30x120cm- Alpine Slavonia (Övrigt) – format: 20x120cm40x120cm60x60cm80x80cm80x180cm60x120cm120x240cm30x120cm- Alpine Slavonia Chevry (Övrigt) – format: 20x120cm40x120cm60x60cm80x80cm80x180cm60x120cm120x240cm30x120cm- Anniversario Grå (Övrigt)
- Anniversario Ljusgrå (Övrigt)
- Anniversario Mörkgrå (Övrigt)
- Antique Dune Carved (Övrigt) – format: 20x120cm40x120cm60x60cm80x80cm80x180cm- Antique Nuit Carved (Övrigt) – format: 20x120cm40x120cm60x60cm80x80cm80x180cm- Antique Opal Carved (Övrigt) – format: 20x120cm40x120cm60x60cm80x80cm80x180cm- Antique Taupe Carved (Beige) – format: 20x120cm40x120cm60x60cm80x80cm80x180cm- Ardesia Bianco (Vit) – format: 20x120cm40x120cm60x60cm80x80cm80x180cm- Ardesia Cenere (Övrigt) – format: 20x120cm40x120cm60x60cm80x80cm80x180cm- Ardesia Grigio (Grå) – format: 20x120cm40x120cm60x60cm80x80cm80x180cm- Ardesia Taupe (Beige) – format: 20x120cm40x120cm60x60cm80x80cm80x180cm- Argresia Svart (Övrigt) – format: INVALID_FORMATcm- Beton Cemento (Övrigt) – format: 20x120cm40x120cm60x60cm80x80cm60x120cm80x180cm120x240cm30x120cm- Beton Cenere (Övrigt) – format: 20x120cm40x120cm60x60cm80x80cm80x180cm60x120cm120x240cm30x120cm- Beton Sandalo (Beige) – format: 20x120cm40x120cm60x60cm80x80cm80x180cm60x120cm120x240cm30x120cm- Cemento Clay (Brun) – format: 20x120cm40x120cm60x60cm80x80cm80x180cm- Cemento Grit (Övrigt) – format: 20x120cm40x120cm60x60cm80x80cm80x180cm- Cemento Land (Övrigt) – format: 20x120cm40x120cm60x60cm80x80cm80x180cm- Cemento Lime (Övrigt) – format: 20x120cm40x120cm60x60cm80x80cm80x180cm- Cemento Rust (Övrigt) – format: 20x120cm40x120cm60x60cm80x80cm80x180cm- Cortina Basalto (Grå) – format: 20x120cm40x120cm60x60cm80x80cm80x180cm- Cortina Calcite (Övrigt) – format: 20x120cm40x120cm60x60cm80x80cm80x180cm- Cortina Cenere (Övrigt) – format: 20x120cm40x120cm60x60cm80x80cm80x180cm- Cortina Sabbia (Övrigt) – format: 20x120cm40x120cm60x60cm80x80cm80x180cm- Grotta Porfido (Övrigt) – format: 20x120cm40x120cm60x60cm80x80cm80x180cm- Grotta Silver Black (Grå) – format: 20x120cm40x120cm60x60cm80x80cm80x180cm- Grotta Silver White (Grå) – format: 20x120cm40x120cm60x60cm80x80cm80x180cm- Iris Astra (Övrigt) – format: 20x120cm40x120cm60x60cm80x80cm80x180cm- Iris Crono (Övrigt) – format: 20x120cm40x120cm60x60cm80x80cm80x180cm- Iris Geo (Övrigt) – format: 20x120cm40x120cm60x60cm80x80cm80x180cm- Iris Leucos (Vit) – format: 20x120cm40x120cm60x60cm80x80cm80x180cm- Iris Litos (Övrigt) – format: 20x120cm40x120cm60x60cm80x80cm80x180cm- Kvarts Grå (Övrigt) – format: 860x60cm440x120cm560x60cm60x60cm80x80cm100x100cm40x120cm40x180cm60x120cm45x90cm90x90cm- Lava Etna (Övrigt) – format: INVALID_FORMATcm- Lava Salina (Övrigt) – format: INVALID_FORMATcm- Lava Vesuvio (Övrigt) – format: INVALID_FORMATcm- Manhattan Midtown (Övrigt) – format: INVALID_FORMATcm- Manhattan Nolita (Övrigt) – format: INVALID_FORMATcm- Manhattan Soho (Övrigt) – format: INVALID_FORMATcm- Manhattan Tribeca (Övrigt) – format: INVALID_FORMATcm- Materia Upcendre (Övrigt) – format: INVALID_FORMATcm- Materia Upcharbon (Övrigt) – format: INVALID_FORMATcm- Materia Upcrete (Övrigt) – format: INVALID_FORMATcm- Materia Upivoire (Övrigt) – format: INVALID_FORMATcm- Meteo Dark (Övrigt) – format: INVALID_FORMATcm- Meteo Fog (Övrigt) – format: INVALID_FORMATcm- Meteo Salt (Grå) – format: INVALID_FORMATcm- Meteo Sand (Beige) – format: INVALID_FORMATcm- Mista Agate (Övrigt) – format: INVALID_FORMATcm- Mista Pearl (Övrigt) – format: INVALID_FORMATcm- Mista Shell (Övrigt) – format: INVALID_FORMATcm- Mista Tahiti (Övrigt) – format: INVALID_FORMATcm- Nature Nut (Övrigt) – format: INVALID_FORMATcm860x60cm440x120cm560x60cm60x60cm80x80cm100x100cm40x120cm40x180cm60x120cm45x90cm90x90cm- Nature Nut Doga (Övrigt) – format: INVALID_FORMATcm860x60cm440x120cm560x60cm60x60cm80x80cm100x100cm40x120cm40x180cm60x120cm45x90cm90x90cm- Nature Oak (Brun) – format: INVALID_FORMATcm860x60cm440x120cm560x60cm60x60cm80x80cm100x100cm40x120cm40x180cm60x120cm45x90cm90x90cm- Nature Oak Doga (Brun) – format: 60x60cm45x90cm90x90cmINVALID_FORMATcm860x60cm440x120cm560x60cm80x80cm100x100cm40x120cm40x180cm60x120cm- Nordique Evo Greyge (Grå) – format: INVALID_FORMATcm- Nordique Evo Gris Fonce (Övrigt) – format: INVALID_FORMATcm- Nordique Evo Gris Fonce (kopia) (Övrigt) – format: INVALID_FORMATcm- Nordique Evo Noir (Övrigt) – format: INVALID_FORMATcm- Quartz Antracite (Antracitgrå) – format: INVALID_FORMATcm- Quartz Diaspro (Övrigt) – format: INVALID_FORMATcm- Quartz Madera (Övrigt) – format: INVALID_FORMATcm- Quartz Prasio (Övrigt) – format: INVALID_FORMATcm- Roccia Antracite (Antracitgrå) – format: INVALID_FORMATcm- Roccia Cream (Beige) – format: INVALID_FORMATcm- Roccia Light Grey (Grå) – format: INVALID_FORMATcm- Roccia Mud (Beige) – format: INVALID_FORMATcm- Slate Bly (Övrigt)
- Slate Grafite (Övrigt)
- Slate Grå (Övrigt)
- Stella Bone (Övrigt) – format: INVALID_FORMATcm- Stella Cement (Övrigt) – format: INVALID_FORMATcm- Stella Plomb (Grå) – format: INVALID_FORMATcm- Stone Landstone (Övrigt) – format: INVALID_FORMATcm- Stone Nightstone (Övrigt) – format: INVALID_FORMATcm- Stone Silverstone (Grå) – format: INVALID_FORMATcm- Stone Sunstone (Övrigt) – format: INVALID_FORMATcm- Strada Saint Luois (Övrigt) – format: INVALID_FORMATcm- Strada Santa Fe' (Övrigt) – format: INVALID_FORMATcm- Strada Santa Monica (Övrigt) – format: INVALID_FORMATcm- Travertin Beige (Beige) – format: INVALID_FORMATcm- Trentino Avana (Övrigt) – format: INVALID_FORMATcm- Trentino Canapa (Övrigt) – format: INVALID_FORMATcm- Trentino Lino (Övrigt) – format: INVALID_FORMATcm- Trentino Moro (Övrigt) – format: INVALID_FORMATcm- Trentino Tabacco (Övrigt) – format: INVALID_FORMATcm- Vintage Bruges (Övrigt) – format: INVALID_FORMATcm- Vintage Gent (Övrigt) – format: INVALID_FORMATcm- Vintage Namur (Övrigt) – format: INVALID_FORMATcm",INVALID
FAQ_SE,220,answer_se,"Följande färger finns i Träklinker:
- Konjak (Övrigt) – format: 430x120","Följande färger finns i Träklinker:
- Konjak (Övrigt) – format: INVALID_FORMAT",INVALID
FAQ_EN,2,answer_en,"Följande färger finns i Lava:
- Etna (Övrigt) – format: 430x120
- Marsili (Övrigt) – format: 430x120
- Salina (Övrigt) – format: 430x120
- Vesuvio (Övrigt) – format: 430x120","Följande färger finns i Lava:
- Etna (Övrigt) – format: INVALID_FORMAT
- Marsili (Övrigt) – format: INVALID_FORMAT
- Salina (Övrigt) – format: INVALID_FORMAT
- Vesuvio (Övrigt) – format: INVALID_FORMAT",INVALID
FAQ_EN,2,answer_full_en,"Följande färger finns i Lava:
- Etna (Övrigt) – format: 430x120
- Marsili (Övrigt) – format: 430x120
- Salina (Övrigt) – format: 430x120
- Vesuvio (Övrigt) – format: 430x120","Följande färger finns i Lava:
- Etna (Övrigt) – format: INVALID_FORMAT
- Marsili (Övrigt) – format: INVALID_FORMAT
- Salina (Övrigt) – format: INVALID_FORMAT
- Vesuvio (Övrigt) – format: INVALID_FORMAT",INVALID
FAQ_EN,8,answer_en,"Följande färger finns i Argresia:
- Svart (Övrigt) – format: 430x120","Följande färger finns i Argresia:
- Svart (Övrigt) – format: INVALID_FORMAT",INVALID
FAQ_EN,8,answer_full_en,"Följande färger finns i Argresia:
- Svart (Övrigt) – format: 430x120","Följande färger finns i Argresia:
- Svart (Övrigt) – format: INVALID_FORMAT",INVALID
FAQ_EN,14,answer_en,"Följande färger finns i Kvarts:
- Grå (Övrigt) – format: 100x100, 40x120, 40x180, 440x120, 45x90, 560x60, 60x120, 60x60, 80x80, 860x60, 90x90","Följande färger finns i Kvarts:
- Grå (Övrigt) – format: INVALID_FORMAT, 40x120, 40x180, 440x120, 45x90, 560x60, 60x120, 60x60, 80x80, 860x60, 90x90",INVALID
FAQ_EN,14,answer_full_en,"Följande färger finns i Kvarts:
- Grå (Övrigt) – format: 100x100, 40x120, 40x180, 440x120, 45x90, 560x60, 60x120, 60x60, 80x80, 860x60, 90x90","Följande färger finns i Kvarts:
- Grå (Övrigt) – format: INVALID_FORMAT, 40x120, 40x180, 440x120, 45x90, 560x60, 60x120, 60x60, 80x80, 860x60, 90x90",INVALID
FAQ_EN,15,answer_en,"Följande färger finns i Manhattan:
- Midtown (Övrigt) – format: 430x120
- Nolita (Övrigt) – format: 430x120
- Soho (Övrigt) – format: 430x120
- Tribeca (Övrigt) – format: 430x120","Följande färger finns i Manhattan:
- Midtown (Övrigt) – format: INVALID_FORMAT
- Nolita (Övrigt) – format: INVALID_FORMAT
- Soho (Övrigt) – format: INVALID_FORMAT
- Tribeca (Övrigt) – format: INVALID_FORMAT",INVALID
FAQ_EN,15,answer_full_en,"Följande färger finns i Manhattan:
- Midtown (Övrigt) – format: 430x120
- Nolita (Övrigt) – format: 430x120
- Soho (Övrigt) – format: 430x120
- Tribeca (Övrigt) – format: 430x120","Följande färger finns i Manhattan:
- Midtown (Övrigt) – format: INVALID_FORMAT
- Nolita (Övrigt) – format: INVALID_FORMAT
- Soho (Övrigt) – format: INVALID_FORMAT
- Tribeca (Övrigt) – format: INVALID_FORMAT",INVALID
FAQ_EN,16,answer_en,"Följande färger finns i Materia:
- Upcendre (Övrigt) – format: 430x120
- Upcharbon (Övrigt) – format: 430x120
- Upcrete (Övrigt) – format: 430x120
- Upivoire (Övrigt) – format: 430x120","Följande färger finns i Materia:
- Upcendre (Övrigt) – format: INVALID_FORMAT
- Upcharbon (Övrigt) – format: INVALID_FORMAT
- Upcrete (Övrigt) – format: INVALID_FORMAT
- Upivoire (Övrigt) – format: INVALID_FORMAT",INVALID
FAQ_EN,16,answer_full_en,"Följande färger finns i Materia:
- Upcendre (Övrigt) – format: 430x120
- Upcharbon (Övrigt) – format: 430x120
- Upcrete (Övrigt) – format: 430x120
- Upivoire (Övrigt) – format: 430x120","Följande färger finns i Materia:
- Upcendre (Övrigt) – format: INVALID_FORMAT
- Upcharbon (Övrigt) – format: INVALID_FORMAT
- Upcrete (Övrigt) – format: INVALID_FORMAT
- Upivoire (Övrigt) – format: INVALID_FORMAT",INVALID
FAQ_EN,17,answer_en,"Följande färger finns i Meteo:
- Dark (Övrigt) – format: 430x120
- Fog (Övrigt) – format: 430x120
- Salt (Grå) – format: 430x120
- Sand (Beige) – format: 430x120","Följande färger finns i Meteo:
- Dark (Övrigt) – format: INVALID_FORMAT
- Fog (Övrigt) – format: INVALID_FORMAT
- Salt (Grå) – format: INVALID_FORMAT
- Sand (Beige) – format: INVALID_FORMAT",INVALID
FAQ_EN,17,answer_full_en,"Följande färger finns i Meteo:
- Dark (Övrigt) – format: 430x120
- Fog (Övrigt) – format: 430x120
- Salt (Grå) – format: 430x120
- Sand (Beige) – format: 430x120","Följande färger finns i Meteo:
- Dark (Övrigt) – format: INVALID_FORMAT
- Fog (Övrigt) – format: INVALID_FORMAT
- Salt (Grå) – format: INVALID_FORMAT
- Sand (Beige) – format: INVALID_FORMAT",INVALID
FAQ_EN,18,answer_en,"Följande färger finns i Mista:
- Agate (Övrigt) – format: 430x120
- Pearl (Övrigt) – format: 430x120
- Shell (Övrigt) – format: 430x120
- Tahiti (Övrigt) – format: 430x120","Följande färger finns i Mista:
- Agate (Övrigt) – format: INVALID_FORMAT
- Pearl (Övrigt) – format: INVALID_FORMAT
- Shell (Övrigt) – format: INVALID_FORMAT
- Tahiti (Övrigt) – format: INVALID_FORMAT",INVALID
FAQ_EN,18,answer_full_en,"Följande färger finns i Mista:
- Agate (Övrigt) – format: 430x120
- Pearl (Övrigt) – format: 430x120
- Shell (Övrigt) – format: 430x120
- Tahiti (Övrigt) – format: 430x120","Följande färger finns i Mista:
- Agate (Övrigt) – format: INVALID_FORMAT
- Pearl (Övrigt) – format: INVALID_FORMAT
- Shell (Övrigt) – format: INVALID_FORMAT
- Tahiti (Övrigt) – format: INVALID_FORMAT",INVALID
FAQ_EN,21,answer_en,"Följande färger finns i Quartz:
- Antracite (Antracitgrå) – format: 430x120
- Diaspro (Övrigt) – format: 430x120
- Madera (Övrigt) – format: 430x120
- Prasio (Övrigt) – format: 430x120","Följande färger finns i Quartz:
- Antracite (Antracitgrå) – format: INVALID_FORMAT
- Diaspro (Övrigt) – format: INVALID_FORMAT
- Madera (Övrigt) – format: INVALID_FORMAT
- Prasio (Övrigt) – format: INVALID_FORMAT",INVALID
FAQ_EN,21,answer_full_en,"Följande färger finns i Quartz:
- Antracite (Antracitgrå) – format: 430x120
- Diaspro (Övrigt) – format: 430x120
- Madera (Övrigt) – format: 430x120
- Prasio (Övrigt) – format: 430x120","Följande färger finns i Quartz:
- Antracite (Antracitgrå) – format: INVALID_FORMAT
- Diaspro (Övrigt) – format: INVALID_FORMAT
- Madera (Övrigt) – format: INVALID_FORMAT
- Prasio (Övrigt) – format: INVALID_FORMAT",INVALID
FAQ_EN,22,answer_en,"Följande färger finns i Roccia:
- Antracite (Antracitgrå) – format: 430x120
- Cream (Beige) – format: 430x120
- Light Grey (Grå) – format: 430x120
- Mud (Beige) – format: 430x120","Följande färger finns i Roccia:
- Antracite (Antracitgrå) – format: INVALID_FORMAT
- Cream (Beige) – format: INVALID_FORMAT
- Light Grey (Grå) – format: INVALID_FORMAT
- Mud (Beige) – format: INVALID_FORMAT",INVALID
FAQ_EN,22,answer_full_en,"Följande färger finns i Roccia:
- Antracite (Antracitgrå) – format: 430x120
- Cream (Beige) – format: 430x120
- Light Grey (Grå) – format: 430x120
- Mud (Beige) – format: 430x120","Följande färger finns i Roccia:
- Antracite (Antracitgrå) – format: INVALID_FORMAT
- Cream (Beige) – format: INVALID_FORMAT
- Light Grey (Grå) – format: INVALID_FORMAT
- Mud (Beige) – format: INVALID_FORMAT",INVALID
FAQ_EN,24,answer_en,"Följande färger finns i Stella:
- Bone (Övrigt) – format: 430x120
- Cement (Övrigt) – format: 430x120
- Plomb (Grå) – format: 430x120","Följande färger finns i Stella:
- Bone (Övrigt) – format: INVALID_FORMAT
- Cement (Övrigt) – format: INVALID_FORMAT
- Plomb (Grå) – format: INVALID_FORMAT",INVALID
FAQ_EN,24,answer_full_en,"Följande färger finns i Stella:
- Bone (Övrigt) – format: 430x120
- Cement (Övrigt) – format: 430x120
- Plomb (Grå) – format: 430x120","Följande färger finns i Stella:
- Bone (Övrigt) – format: INVALID_FORMAT
- Cement (Övrigt) – format: INVALID_FORMAT
- Plomb (Grå) – format: INVALID_FORMAT",INVALID
FAQ_EN,25,answer_en,"Följande färger finns i Stone:
- Landstone (Övrigt) – format: 430x120
- Nightstone (Övrigt) – format: 430x120
- Silverstone (Grå) – format: 430x120
- Sunstone (Övrigt) – format: 430x120","Följande färger finns i Stone:
- Landstone (Övrigt) – format: INVALID_FORMAT
- Nightstone (Övrigt) – format: INVALID_FORMAT
- Silverstone (Grå) – format: INVALID_FORMAT
- Sunstone (Övrigt) – format: INVALID_FORMAT",INVALID
FAQ_EN,25,answer_full_en,"Följande färger finns i Stone:
- Landstone (Övrigt) – format: 430x120
- Nightstone (Övrigt) – format: 430x120
- Silverstone (Grå) – format: 430x120
- Sunstone (Övrigt) – format: 430x120","Följande färger finns i Stone:
- Landstone (Övrigt) – format: INVALID_FORMAT
- Nightstone (Övrigt) – format: INVALID_FORMAT
- Silverstone (Grå) – format: INVALID_FORMAT
- Sunstone (Övrigt) – format: INVALID_FORMAT",INVALID
FAQ_EN,26,answer_en,"Följande färger finns i Strada:
- Saint Luois (Övrigt) – format: 430x120
- Santa Fe' (Övrigt) – format: 430x120
- Santa Monica (Övrigt) – format: 430x120","Följande färger finns i Strada:
- Saint Luois (Övrigt) – format: INVALID_FORMAT
- Santa Fe' (Övrigt) – format: INVALID_FORMAT
- Santa Monica (Övrigt) – format: INVALID_FORMAT",INVALID
FAQ_EN,26,answer_full_en,"Följande färger finns i Strada:
- Saint Luois (Övrigt) – format: 430x120
- Santa Fe' (Övrigt) – format: 430x120
- Santa Monica (Övrigt) – format: 430x120","Följande färger finns i Strada:
- Saint Luois (Övrigt) – format: INVALID_FORMAT
- Santa Fe' (Övrigt) – format: INVALID_FORMAT
- Santa Monica (Övrigt) – format: INVALID_FORMAT",INVALID
FAQ_EN,27,answer_en,"Följande färger finns i Travertin:
- Beige (Beige) – format: 430x120","Följande färger finns i Travertin:
- Beige (Beige) – format: INVALID_FORMAT",INVALID
FAQ_EN,27,answer_full_en,"Följande färger finns i Travertin:
- Beige (Beige) – format: 430x120","Följande färger finns i Travertin:
- Beige (Beige) – format: INVALID_FORMAT",INVALID
FAQ_EN,29,answer_en,"Följande färger finns i Vintage:
- Bruges (Övrigt) – format: 430x120
- Gent (Övrigt) – format: 430x120
- Namur (Övrigt) – format: 430x120","Följande färger finns i Vintage:
- Bruges (Övrigt) – format: INVALID_FORMAT
- Gent (Övrigt) – format: INVALID_FORMAT
- Namur (Övrigt) – format: INVALID_FORMAT",INVALID
FAQ_EN,29,answer_full_en,"Följande färger finns i Vintage:
- Bruges (Övrigt) – format: 430x120
- Gent (Övrigt) – format: 430x120
- Namur (Övrigt) – format: 430x120","Följande färger finns i Vintage:
- Bruges (Övrigt) – format: INVALID_FORMAT
- Gent (Övrigt) – format: INVALID_FORMAT
- Namur (Övrigt) – format: INVALID_FORMAT",INVALID
FAQ_EN,30,answer_en,"Följande färger finns i Konjak:
- Konjak (Övrigt) – format: 430x120","Följande färger finns i Konjak:
- Konjak (Övrigt) – format: INVALID_FORMAT",INVALID
FAQ_EN,30,answer_full_en,"Följande färger finns i Konjak:
- Konjak (Övrigt) – format: 430x120","Följande färger finns i Konjak:
- Konjak (Övrigt) – format: INVALID_FORMAT",INVALID
FAQ_EN,181,answer_en,100x100 cm 20 mm,INVALID_FORMAT cm 20 mm,INVALID
FAQ_EN,181,answer_full_en,100x100 cm 20 mm,INVALID_FORMAT cm 20 mm,INVALID
FAQ_EN,182,question_en,How many feet are needed per m² for tiles sized 100x100 cm 20 mm?,How many feet are needed per m² for tiles sized INVALID_FORMAT cm 20 mm?,INVALID
FAQ_EN,183,answer_en,80x80 cm 20 mm,80x80cm cm 20 mm,NORMALIZED
FAQ_EN,183,answer_full_en,80x80 cm 20 mm,80x80cm cm 20 mm,NORMALIZED
FAQ_EN,184,question_en,How many feet are needed per m² for tiles sized 80x80 cm 20 mm?,How many feet are needed per m² for tiles sized 80x80cm cm 20 mm?,NORMALIZED
